GRAND_ID: 5743
DAM_NAME: 108.582344
LONG: 108.582344
LAT: 23.584333
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.1;0.25
2.0;0.24;0.63
3.0;0.45;1.22
4.0;0.68;2.05
5.0;0.87;3.06
6.0;0.97;4.18
7.0;1.12;5.44
8.0;1.25;6.83
9.0;1.47;8.45
10.0;1.66;10.26
11.0;2.02;12.42
12.0;2.27;14.83
13.0;2.56;17.54
14.0;2.76;20.45
15.0;3.07;23.66
16.0;3.29;27.1
17.0;3.62;30.87
18.0;3.82;34.84
19.0;4.17;39.16
20.0;4.42;43.72
21.0;4.82;48.69
22.0;5.15;53.99
23.0;5.82;59.96
24.0;6.29;66.4
25.0;7.06;73.6
26.0;7.6;81.35
27.0;8.57;90.07
28.0;9.12;99.33
