GRAND_ID: 3182
DAM_NAME: 6.622845
LONG: 6.622845
LAT: 58.727154
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.17
2.0;0.1;0.41
3.0;0.13;0.68
4.0;0.23;1.05
5.0;0.27;1.46
6.0;0.34;1.94
7.0;0.37;2.45
8.0;0.44;3.03
9.0;0.5;3.67
10.0;0.59;4.4
11.0;0.63;5.17
12.0;0.73;6.04
13.0;0.76;6.94
14.0;0.86;7.94
15.0;0.89;8.97
16.0;0.98;10.1
17.0;1.0;11.24
18.0;1.08;12.46
19.0;1.12;13.73
20.0;1.2;15.07
21.0;1.24;16.45
22.0;1.31;17.9
23.0;1.35;19.39
24.0;1.4;20.92
25.0;1.42;22.48
26.0;1.47;24.09
27.0;1.5;25.73
28.0;1.54;27.41
29.0;1.56;29.12
30.0;1.62;30.87
31.0;1.64;32.65
32.0;1.69;34.49
33.0;1.72;36.34
34.0;1.77;38.25
35.0;1.8;40.19
36.0;1.85;42.18
37.0;1.87;44.19
38.0;1.92;46.25
39.0;1.93;48.32
40.0;1.97;50.43
41.0;1.99;52.56
42.0;2.03;54.73
43.0;2.04;56.91
44.0;2.08;59.13
