GRAND_ID: 5478
DAM_NAME: 113.886415
LONG: 113.886415
LAT: 29.680813
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;1.35;1.9
2.0;2.33;4.79
3.0;3.67;9.02
4.0;5.39;14.96
5.0;7.37;22.88
6.0;9.02;32.46
7.0;11.27;44.28
8.0;13.58;58.42
9.0;16.48;75.45
10.0;18.98;94.99
11.0;21.52;117.06
12.0;23.55;141.17
13.0;25.55;167.28
14.0;27.3;195.13
15.0;29.48;225.17
16.0;31.6;257.33
17.0;34.56;292.44
18.0;36.95;329.95
19.0;39.0;369.5
20.0;40.8;410.86
21.0;42.58;454.0
22.0;43.94;498.49
23.0;45.52;544.57
24.0;46.84;591.97
25.0;48.25;640.77
26.0;49.23;690.56
27.0;50.32;741.44
28.0;51.15;793.14
29.0;51.88;845.58
