GRAND_ID: 5654
DAM_NAME: 112.687306
LONG: 112.687306
LAT: 26.112688
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.26
2.0;0.11;0.58
3.0;0.19;0.97
4.0;0.26;1.43
5.0;0.32;1.95
6.0;0.34;2.49
7.0;0.38;3.07
8.0;0.4;3.67
9.0;0.46;4.33
10.0;0.5;5.03
11.0;0.62;5.85
12.0;0.69;6.73
13.0;0.81;7.74
14.0;0.97;8.91
15.0;1.11;10.22
16.0;1.24;11.66
17.0;1.43;13.29
18.0;1.51;14.99
19.0;1.68;16.88
20.0;1.82;18.9
21.0;1.95;21.04
22.0;2.01;23.25
23.0;2.15;25.6
24.0;2.33;28.13
25.0;2.53;30.86
26.0;2.72;33.78
27.0;2.91;36.88
28.0;3.1;40.18
29.0;3.36;43.74
30.0;3.55;47.49
31.0;4.17;51.86
32.0;5.31;57.36
33.0;6.53;64.09
34.0;7.24;71.54
35.0;9.75;81.48
36.0;13.76;95.44
37.0;20.29;115.93
38.0;24.47;140.6
39.0;29.99;170.79
