GRAND_ID: 4044
DAM_NAME: 25.425713
LONG: 25.425713
LAT: -10.327715
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.04;0.28
3.0;0.07;0.46
4.0;0.09;0.66
5.0;0.11;0.89
6.0;0.13;1.13
7.0;0.19;1.43
8.0;0.24;1.78
9.0;0.31;2.2
10.0;0.36;2.66
11.0;0.43;3.2
12.0;0.53;3.85
13.0;0.67;4.63
14.0;0.8;5.54
15.0;0.97;6.62
16.0;1.09;7.82
17.0;1.28;9.21
18.0;1.43;10.75
19.0;1.58;12.44
20.0;1.77;14.32
21.0;1.99;16.42
22.0;2.22;18.75
23.0;2.47;21.33
24.0;2.65;24.09
25.0;2.81;27.01
26.0;2.93;30.05
27.0;3.05;33.22
28.0;3.16;36.49
29.0;3.28;39.88
30.0;3.35;43.34
31.0;3.42;46.87
32.0;3.48;50.46
