GRAND_ID: 5106
DAM_NAME: 104.102814
LONG: 104.102814
LAT: 25.298266
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.19
2.0;0.17;0.48
3.0;0.33;0.93
4.0;0.53;1.58
5.0;0.81;2.51
6.0;1.03;3.66
7.0;1.37;5.16
8.0;1.64;6.92
9.0;2.03;9.07
10.0;2.28;11.47
11.0;2.68;14.27
12.0;3.0;17.39
13.0;3.42;20.93
14.0;3.72;24.77
15.0;4.14;29.03
16.0;4.42;33.58
17.0;4.85;38.54
18.0;5.21;43.88
19.0;5.79;49.79
20.0;6.28;56.19
21.0;6.85;63.16
22.0;7.41;70.69
23.0;8.0;78.81
24.0;8.54;87.47
