GRAND_ID: 3091
DAM_NAME: 13.720517
LONG: 13.720517
LAT: 61.407936
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.02;0.27
3.0;0.04;0.43
4.0;0.06;0.61
5.0;0.06;0.79
6.0;0.1;1.01
7.0;0.11;1.24
8.0;0.13;1.5
9.0;0.15;1.77
10.0;0.18;2.07
11.0;0.18;2.37
12.0;0.2;2.69
13.0;0.22;3.03
14.0;0.23;3.38
15.0;0.25;3.75
16.0;0.26;4.13
17.0;0.28;4.54
18.0;0.45;5.11
19.0;0.52;5.75
20.0;0.7;6.57
21.0;0.79;7.48
22.0;0.96;8.56
23.0;1.05;9.73
24.0;1.22;11.08
25.0;1.33;12.53
26.0;1.58;14.23
27.0;1.69;16.04
28.0;2.01;18.17
29.0;2.13;20.42
30.0;2.4;22.94
31.0;2.53;25.6
32.0;3.01;28.73
33.0;3.2;32.05
34.0;3.6;35.77
35.0;3.76;39.65
36.0;4.2;43.98
37.0;4.37;48.47
38.0;4.69;53.28
39.0;4.82;58.23
40.0;5.21;63.56
41.0;5.36;69.04
42.0;5.64;74.8
43.0;5.77;80.69
44.0;6.14;86.96
45.0;6.27;93.34
46.0;6.65;100.12
47.0;6.75;106.99
48.0;7.08;114.18
49.0;7.2;121.51
50.0;7.53;129.16
51.0;7.7;136.98
52.0;8.09;145.19
53.0;8.29;153.6
54.0;8.78;162.5
55.0;8.92;171.54
56.0;9.42;181.08
57.0;9.75;190.95
58.0;10.35;201.42
59.0;10.67;212.21
60.0;11.34;223.68
61.0;11.57;235.37
62.0;12.31;247.79
63.0;12.54;260.45
64.0;13.02;273.6
65.0;13.4;287.11
66.0;14.09;301.32
67.0;14.41;315.85
68.0;15.07;331.04
69.0;15.31;346.46
70.0;16.07;362.66
71.0;16.4;379.18
72.0;17.05;396.34
73.0;17.28;413.74
74.0;17.91;431.77
75.0;18.17;450.06
76.0;18.67;468.86
77.0;18.94;487.92
78.0;19.63;507.67
79.0;19.97;527.76
80.0;20.56;548.45
81.0;20.84;569.41
82.0;21.69;591.22
83.0;22.31;613.66
84.0;24.35;638.13
85.0;25.7;663.96
86.0;28.11;692.19
87.0;29.25;721.56
88.0;31.57;753.25
89.0;32.61;785.98
90.0;35.14;821.24
91.0;36.13;857.49
92.0;38.3;895.91
93.0;39.72;935.76
94.0;42.01;977.89
95.0;43.29;1021.3
96.0;45.34;1066.76
97.0;46.06;1112.94
98.0;47.45;1160.52
99.0;48.08;1208.71
100.0;49.04;1257.88
101.0;49.67;1307.67
102.0;50.44;1358.23
