GRAND_ID: 2540
DAM_NAME: -44.34375
LONG: -44.34375
LAT: -19.977083
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.15
2.0;0.13;0.41
3.0;0.17;0.7
4.0;0.29;1.11
5.0;0.33;1.57
6.0;0.48;2.18
7.0;0.54;2.84
8.0;0.72;3.69
9.0;0.78;4.59
10.0;0.92;5.64
11.0;0.96;6.72
12.0;1.09;7.93
13.0;1.15;9.21
14.0;1.31;10.65
15.0;1.37;12.14
16.0;1.58;13.84
17.0;1.7;15.67
18.0;2.57;18.37
19.0;2.98;21.48
20.0;3.89;25.49
21.0;4.25;29.87
22.0;5.43;35.42
23.0;5.87;41.42
24.0;7.02;48.57
25.0;7.35;56.04
26.0;8.03;64.2
27.0;8.2;72.53
28.0;8.59;81.24
29.0;8.7;90.07
