GRAND_ID: 4539
DAM_NAME: 33.142843
LONG: 33.142843
LAT: -19.156395
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.49;0.66
2.0;0.75;1.58
3.0;1.59;3.35
4.0;2.24;5.76
5.0;4.56;10.5
6.0;5.79;16.46
7.0;8.93;25.57
8.0;10.57;36.31
9.0;14.98;51.45
10.0;16.42;68.04
11.0;19.89;88.1
12.0;21.34;109.61
13.0;25.16;134.95
14.0;27.34;162.46
15.0;31.46;194.09
16.0;33.1;227.35
17.0;37.13;264.66
18.0;39.12;303.96
19.0;42.89;347.02
20.0;44.37;391.56
21.0;48.55;440.29
22.0;50.21;490.67
23.0;53.88;544.72
24.0;55.81;600.71
25.0;59.82;660.7
26.0;61.23;722.1
27.0;65.47;787.75
28.0;67.14;855.07
29.0;72.4;927.64
30.0;74.73;1002.55
31.0;79.76;1082.48
32.0;82.01;1164.66
33.0;87.63;1252.47
34.0;90.18;1342.82
35.0;96.02;1439.01
36.0;98.8;1537.98
37.0;105.64;1643.79
38.0;108.42;1752.39
39.0;115.45;1868.01
40.0;118.65;1986.84
41.0;127.09;2114.1
42.0;130.38;2244.65
43.0;138.52;2383.35
44.0;141.74;2525.26
45.0;147.99;2673.41
46.0;150.32;2823.91
47.0;155.03;2979.11
48.0;156.72;3136.01
