GRAND_ID: 2455
DAM_NAME: -57.942885
LONG: -57.942885
LAT: -31.271498
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.87;0.98
2.0;2.81;3.9
3.0;5.02;9.04
4.0;7.67;16.82
5.0;10.12;27.05
6.0;12.4;39.56
7.0;14.79;54.47
8.0;19.47;74.05
9.0;25.85;100.01
10.0;32.59;132.72
11.0;39.09;171.92
12.0;45.84;217.88
13.0;53.34;271.33
14.0;68.61;340.06
15.0;83.7;423.87
16.0;98.06;522.04
17.0;111.97;634.12
18.0;148.78;783.01
19.0;219.34;1002.47
20.0;314.63;1317.21
21.0;385.19;1702.52
22.0;463.4;2166.03
23.0;543.16;2709.3
24.0;623.23;3332.64
25.0;688.91;4021.66
26.0;746.64;4768.42
27.0;786.87;5555.4
28.0;818.32;6373.83
29.0;836.04;7209.98
30.0;846.96;8057.06
