GRAND_ID: 6911
DAM_NAME: -48.239585
LONG: -48.239585
LAT: -12.809444
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.18;0.44
2.0;1.41;2.12
3.0;2.98;5.37
4.0;7.52;13.16
5.0;9.68;23.1
6.0;13.74;37.11
7.0;15.75;53.12
8.0;21.06;74.45
9.0;22.68;97.39
10.0;30.31;127.96
11.0;33.45;161.68
12.0;38.68;200.63
13.0;40.66;241.55
14.0;45.76;287.58
15.0;48.24;336.08
16.0;54.59;390.94
17.0;57.68;448.88
18.0;66.38;515.53
19.0;68.51;584.3
20.0;76.58;661.15
21.0;79.38;740.8
22.0;85.8;826.86
23.0;88.45;915.57
24.0;95.57;1011.41
25.0;98.69;1110.37
26.0;104.67;1215.31
27.0;107.28;1322.85
28.0;111.8;1434.92
29.0;113.23;1548.42
