GRAND_ID: 1985
DAM_NAME: -80.202019
LONG: -80.202019
LAT: -1.115134
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.09;0.22
2.0;0.31;0.65
3.0;0.49;1.26
4.0;0.68;2.06
5.0;0.86;3.05
6.0;1.03;4.21
7.0;1.29;5.62
8.0;1.59;7.34
9.0;1.96;9.43
10.0;2.21;11.76
11.0;2.52;14.4
12.0;2.73;17.25
13.0;3.02;20.4
14.0;3.24;23.76
15.0;3.46;27.35
16.0;3.63;31.1
17.0;3.81;35.04
18.0;3.94;39.11
19.0;4.12;43.35
20.0;4.27;47.74
21.0;4.44;52.31
22.0;4.62;57.05
23.0;4.79;61.97
24.0;4.92;67.02
25.0;5.12;72.27
26.0;5.23;77.62
27.0;5.4;83.15
28.0;5.51;88.79
29.0;5.65;94.56
30.0;5.75;100.43
31.0;5.87;106.43
32.0;5.94;112.49
33.0;6.0;118.62
34.0;6.06;124.8
35.0;6.12;131.05
36.0;6.16;137.34
