GRAND_ID: 157
DAM_NAME: -120.095694
LONG: -120.095694
LAT: 39.391436
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.16
2.0;0.15;0.41
3.0;0.23;0.75
4.0;0.33;1.19
5.0;0.43;1.73
6.0;0.58;2.41
7.0;0.72;3.23
8.0;0.85;4.19
9.0;0.96;5.25
10.0;1.11;6.47
11.0;1.34;7.92
12.0;1.68;9.71
13.0;1.91;11.72
14.0;2.07;13.9
15.0;2.15;16.16
16.0;2.24;18.51
17.0;2.31;20.93
18.0;2.39;23.42
19.0;2.45;25.97
20.0;2.49;28.57
21.0;2.52;31.2
22.0;2.55;33.86
23.0;2.58;36.55
24.0;2.6;39.25
25.0;2.6;41.96
26.0;2.62;44.68
