GRAND_ID: 5819
DAM_NAME: 112.453265
LONG: 112.453265
LAT: -8.147628
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.03;0.25
3.0;0.04;0.39
4.0;0.07;0.57
5.0;0.08;0.76
6.0;0.12;0.98
7.0;0.14;1.23
8.0;0.19;1.53
9.0;0.24;1.87
10.0;0.32;2.3
11.0;0.37;2.77
12.0;0.46;3.34
13.0;0.51;3.96
14.0;0.61;4.68
15.0;0.67;5.45
16.0;0.75;6.31
17.0;0.83;7.25
18.0;0.96;8.31
19.0;1.02;9.44
20.0;1.17;10.72
21.0;1.27;12.1
22.0;1.45;13.66
23.0;1.59;15.36
24.0;1.82;17.28
25.0;1.94;19.33
26.0;2.2;21.64
27.0;2.35;24.1
28.0;2.56;26.77
