GRAND_ID: 2682
DAM_NAME: -7.422292
LONG: -7.422292
LAT: 42.661794
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.05;0.29
3.0;0.06;0.47
4.0;0.09;0.68
5.0;0.11;0.9
6.0;0.13;1.15
7.0;0.15;1.41
8.0;0.18;1.71
9.0;0.21;2.03
10.0;0.26;2.4
11.0;0.29;2.8
12.0;0.34;3.25
13.0;0.36;3.73
14.0;0.4;4.24
15.0;0.42;4.78
16.0;0.46;5.35
17.0;0.49;5.96
18.0;0.53;6.61
19.0;0.55;7.27
20.0;0.6;7.99
21.0;0.62;8.73
22.0;0.67;9.51
23.0;0.7;10.33
24.0;0.75;11.2
25.0;0.77;12.09
