GRAND_ID: 1753
DAM_NAME: -88.268652
LONG: -88.268652
LAT: 37.010296
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;19.65;20.64
2.0;33.76;55.4
3.0;55.17;111.57
4.0;74.53;187.09
5.0;96.53;284.63
6.0;122.57;408.19
7.0;162.1;571.29
8.0;233.48;805.77
9.0;309.36;1116.12
10.0;368.82;1485.94
11.0;445.57;1932.51
12.0;508.97;2442.47
13.0;579.6;3023.07
14.0;645.95;3670.02
15.0;703.9;4374.92
16.0;752.74;5128.66
17.0;800.78;5930.44
18.0;842.52;6773.95
19.0;885.51;7660.46
20.0;920.83;8582.29
