GRAND_ID: 7093
DAM_NAME: -71.195014
LONG: -71.195014
LAT: -16.14295
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.2
2.0;0.13;0.54
3.0;0.13;0.87
4.0;0.23;1.31
5.0;0.23;1.75
6.0;0.36;2.31
7.0;0.36;2.88
8.0;0.46;3.54
9.0;0.46;4.21
10.0;0.6;5.01
11.0;0.6;5.82
12.0;0.73;6.75
13.0;0.73;7.68
14.0;0.88;8.77
15.0;0.88;9.85
16.0;1.06;11.11
17.0;1.06;12.37
18.0;1.23;13.8
19.0;1.23;15.24
20.0;1.43;16.87
21.0;1.43;18.5
22.0;1.66;20.36
23.0;1.66;22.22
24.0;1.91;24.33
25.0;1.91;26.45
26.0;2.23;28.88
27.0;2.23;31.31
28.0;2.52;34.03
29.0;2.52;36.76
30.0;2.91;39.87
31.0;2.91;42.98
32.0;3.35;46.53
33.0;3.35;50.08
34.0;4.0;54.29
35.0;4.0;58.5
36.0;4.68;63.39
37.0;4.68;68.27
38.0;5.55;74.03
39.0;5.55;79.78
40.0;6.3;86.29
41.0;6.3;92.8
42.0;7.27;100.27
43.0;7.27;107.75
44.0;8.09;116.04
45.0;8.09;124.33
46.0;9.06;133.6
47.0;9.06;142.87
48.0;9.81;152.89
49.0;9.81;162.91
50.0;11.21;174.32
51.0;11.21;185.73
52.0;11.21;197.15
53.0;11.21;208.56
54.0;13.1;221.86
55.0;13.1;235.16
56.0;13.1;248.46
57.0;13.1;261.76
58.0;14.4;276.37
59.0;14.4;290.98
60.0;14.4;305.59
61.0;14.4;320.19
