GRAND_ID: 61
DAM_NAME: -122.311681
LONG: -122.311681
LAT: 46.800766
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.16
2.0;0.11;0.4
3.0;0.14;0.68
4.0;0.23;1.05
5.0;0.31;1.5
6.0;0.48;2.11
7.0;0.56;2.8
8.0;0.73;3.67
9.0;0.78;4.58
10.0;0.93;5.65
11.0;0.99;6.78
12.0;1.15;8.07
13.0;1.22;9.43
14.0;1.37;10.93
15.0;1.43;12.49
16.0;1.58;14.21
17.0;1.64;15.99
18.0;1.81;17.94
19.0;1.89;19.97
20.0;2.07;22.17
21.0;2.22;24.52
22.0;2.57;27.23
23.0;2.79;30.15
24.0;3.55;33.84
25.0;3.84;37.82
26.0;4.92;42.88
27.0;5.42;48.43
28.0;6.31;54.88
29.0;6.67;61.68
30.0;7.37;69.19
31.0;7.69;77.02
32.0;8.34;85.5
33.0;8.6;94.23
34.0;9.19;103.56
35.0;9.45;113.15
36.0;9.93;123.21
37.0;10.15;133.5
38.0;10.54;144.18
39.0;10.71;155.03
40.0;11.05;166.22
41.0;11.15;177.51
42.0;11.47;189.11
43.0;11.61;200.86
44.0;11.87;212.86
45.0;12.0;225.0
46.0;12.21;237.34
47.0;12.32;249.8
48.0;12.49;262.43
49.0;12.57;275.14
50.0;12.74;288.01
51.0;12.8;300.95
52.0;12.91;313.99
53.0;12.95;327.08
54.0;13.05;340.27
55.0;13.1;353.51
56.0;13.16;366.81
57.0;13.19;380.14
58.0;13.24;393.52
