GRAND_ID: 2680
DAM_NAME: -1.944179
LONG: -1.944179
LAT: 42.707237
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.16
2.0;0.07;0.34
3.0;0.14;0.6
4.0;0.19;0.9
5.0;0.27;1.28
6.0;0.32;1.71
7.0;0.41;2.23
8.0;0.45;2.8
9.0;0.57;3.48
10.0;0.65;4.24
11.0;0.86;5.22
12.0;0.97;6.3
13.0;1.16;7.57
14.0;1.26;8.94
15.0;1.45;10.5
16.0;1.54;12.15
17.0;1.71;13.98
18.0;1.81;15.89
19.0;1.99;18.0
20.0;2.08;20.19
21.0;2.22;22.52
22.0;2.28;24.91
23.0;2.36;27.39
24.0;2.39;29.89
25.0;2.44;32.44
26.0;2.46;35.01
27.0;2.49;37.61
28.0;2.51;40.23
29.0;2.52;42.86
30.0;2.52;45.49
