GRAND_ID: 2947
DAM_NAME: -5.905295
LONG: -5.905295
LAT: 34.043639
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.14;0.39
3.0;0.25;0.74
4.0;0.36;1.21
5.0;0.46;1.78
6.0;0.54;2.42
7.0;0.61;3.14
8.0;0.68;3.94
9.0;0.81;4.85
10.0;1.01;5.97
11.0;1.32;7.39
12.0;1.65;9.15
13.0;2.1;11.35
14.0;2.64;14.1
15.0;3.15;17.35
16.0;3.7;21.16
17.0;5.0;26.27
18.0;5.85;32.23
19.0;7.0;39.34
20.0;7.73;47.18
21.0;8.56;55.85
22.0;9.04;65.0
23.0;9.64;74.74
24.0;10.0;84.85
25.0;10.43;95.39
26.0;10.71;106.21
27.0;11.07;117.4
28.0;11.31;128.81
29.0;11.54;140.47
30.0;11.7;152.27
31.0;11.84;164.22
32.0;11.95;176.28
33.0;12.07;188.47
34.0;12.14;200.72
35.0;12.23;213.05
36.0;12.28;225.44
37.0;12.35;237.9
38.0;12.38;250.38
39.0;12.41;262.9
40.0;12.43;275.44
41.0;12.46;288.01
42.0;12.48;300.59
