GRAND_ID: 2573
DAM_NAME: -3.827987
LONG: -3.827987
LAT: 56.719262
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.18
2.0;0.09;0.39
3.0;0.14;0.66
4.0;0.18;0.96
5.0;0.22;1.3
6.0;0.26;1.69
7.0;0.37;2.18
8.0;0.56;2.87
9.0;0.74;3.74
10.0;1.07;4.93
11.0;1.67;6.73
12.0;2.07;8.92
13.0;2.54;11.58
14.0;3.03;14.73
15.0;3.79;18.64
16.0;4.53;23.29
17.0;5.14;28.55
18.0;5.44;34.11
19.0;5.79;40.03
20.0;5.99;46.14
21.0;6.23;52.49
22.0;6.35;58.96
23.0;6.54;65.62
24.0;6.66;72.4
25.0;6.81;79.33
26.0;6.89;86.35
27.0;6.99;93.46
28.0;7.07;100.65
