GRAND_ID: 4093
DAM_NAME: 29.245254
LONG: 29.245254
LAT: -20.367805
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.13;0.27
2.0;0.36;0.78
3.0;0.58;1.5
4.0;0.82;2.46
5.0;1.07;3.68
6.0;1.66;5.49
7.0;2.03;7.67
8.0;2.46;10.27
9.0;2.93;13.34
10.0;3.36;16.85
11.0;3.76;20.75
12.0;4.18;25.09
13.0;4.61;29.85
14.0;5.14;35.13
15.0;5.63;40.92
16.0;6.26;47.32
17.0;6.9;54.37
18.0;7.81;62.32
19.0;10.54;73.01
20.0;12.83;85.99
21.0;14.42;100.56
22.0;16.21;116.91
23.0;17.94;135.0
24.0;19.5;154.65
25.0;20.7;175.5
26.0;21.57;197.22
27.0;22.05;219.41
28.0;22.32;241.88
