GRAND_ID: 2513
DAM_NAME: -38.311892
LONG: -38.311892
LAT: -9.142167
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.96;1.34
2.0;1.6;3.31
3.0;3.26;6.94
4.0;3.78;11.09
5.0;5.73;17.2
6.0;6.39;23.96
7.0;8.46;32.79
8.0;9.27;42.43
9.0;11.95;54.76
10.0;13.18;68.31
11.0;17.69;86.37
12.0;20.02;106.76
13.0;25.32;132.46
14.0;27.71;160.55
15.0;32.33;193.26
16.0;34.21;227.84
17.0;41.08;269.3
18.0;44.53;314.21
19.0;53.09;367.68
20.0;59.04;427.09
21.0;74.47;501.94
22.0;81.57;583.88
23.0;99.87;684.13
24.0;110.12;794.62
25.0;123.78;918.77
26.0;131.09;1050.23
27.0;142.45;1193.06
28.0;148.52;1341.96
29.0;159.91;1502.24
30.0;164.59;1667.21
31.0;174.2;1841.78
32.0;179.68;2021.83
33.0;189.71;2211.92
34.0;195.61;2407.91
35.0;211.02;2619.3
36.0;231.01;2850.69
37.0;264.15;3115.21
38.0;283.23;3398.82
39.0;322.73;3721.92
40.0;345.63;4067.92
41.0;406.58;4474.88
42.0;440.19;4915.44
43.0;505.29;5421.1
44.0;536.09;5957.57
45.0;589.79;6547.74
46.0;620.14;7168.25
47.0;671.83;7840.46
48.0;697.82;8538.65
49.0;742.22;9281.25
50.0;769.1;10050.72
51.0;821.18;10872.28
52.0;847.25;11719.9
53.0;893.01;12613.29
54.0;912.97;13526.63
55.0;943.9;14470.91
56.0;957.44;15428.72
57.0;977.91;16407.01
58.0;985.02;17392.4
59.0;996.71;18389.48
60.0;1002.05;19391.9
61.0;1007.92;20400.2
