GRAND_ID: 5846
DAM_NAME: 124.305208
LONG: 124.305208
LAT: 42.74043
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.25;0.39
2.0;0.58;1.11
3.0;1.26;2.51
4.0;1.92;4.57
5.0;3.26;7.96
6.0;3.98;12.08
7.0;4.9;17.12
8.0;5.48;22.74
9.0;6.31;29.2
10.0;6.96;36.3
11.0;8.12;44.56
12.0;8.96;53.66
13.0;10.63;64.43
14.0;11.87;76.44
15.0;13.18;89.75
16.0;13.85;103.75
17.0;14.44;118.33
18.0;14.69;133.16
19.0;14.95;148.25
20.0;15.12;163.51
21.0;15.27;178.92
22.0;15.39;194.45
23.0;15.52;210.11
