GRAND_ID: 5720
DAM_NAME: 106.640346
LONG: 106.640346
LAT: 23.952231
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.28
2.0;0.24;0.69
3.0;0.58;1.44
4.0;1.12;2.72
5.0;1.92;4.8
6.0;3.05;8.01
7.0;4.18;12.36
8.0;4.98;17.5
9.0;5.57;23.24
10.0;6.44;29.85
11.0;6.99;37.0
12.0;7.92;45.08
13.0;8.6;53.84
14.0;9.72;63.72
15.0;10.47;74.35
16.0;11.67;86.18
17.0;12.55;98.89
18.0;13.88;112.93
19.0;15.04;128.14
20.0;16.21;144.51
21.0;17.57;162.24
22.0;18.94;181.35
23.0;19.94;201.45
24.0;21.08;222.69
25.0;21.99;244.85
26.0;23.14;268.15
27.0;24.11;292.42
28.0;25.61;318.2
29.0;26.7;345.06
30.0;27.97;373.19
31.0;29.03;402.38
32.0;30.14;432.68
33.0;31.02;463.87
34.0;32.1;496.13
35.0;32.79;529.08
36.0;33.68;562.92
37.0;34.28;597.37
38.0;35.02;632.56
39.0;35.5;668.21
40.0;36.2;704.58
41.0;36.67;741.41
42.0;37.14;778.72
43.0;37.57;816.46
44.0;37.94;854.56
45.0;38.2;892.92
46.0;38.52;931.61
47.0;38.73;970.5
48.0;38.93;1009.6
