GRAND_ID: 1709
DAM_NAME: -80.890208
LONG: -80.890208
LAT: 38.224185
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.14
2.0;0.05;0.3
3.0;0.1;0.5
4.0;0.11;0.72
5.0;0.15;0.97
6.0;0.19;1.26
7.0;0.28;1.65
8.0;0.32;2.08
9.0;0.43;2.61
10.0;0.49;3.21
11.0;0.65;3.97
12.0;0.74;4.81
13.0;0.89;5.8
14.0;0.99;6.9
15.0;1.17;8.17
16.0;1.27;9.54
17.0;1.49;11.13
18.0;1.61;12.85
19.0;1.83;14.78
20.0;1.93;16.81
21.0;2.15;19.07
22.0;2.27;21.44
23.0;2.52;24.06
24.0;2.66;26.82
25.0;2.93;29.86
26.0;3.1;33.07
27.0;3.41;36.58
28.0;3.58;40.27
29.0;3.92;44.3
30.0;4.12;48.53
31.0;4.52;53.15
32.0;4.74;58.0
33.0;5.12;63.22
34.0;5.31;68.63
35.0;5.62;74.35
36.0;5.81;80.26
37.0;6.14;86.51
38.0;6.32;92.93
39.0;6.59;99.63
40.0;6.74;106.48
41.0;6.97;113.55
42.0;7.08;120.73
43.0;7.31;128.14
44.0;7.41;135.65
45.0;7.6;143.36
46.0;7.69;151.15
47.0;7.88;159.14
48.0;7.95;167.19
49.0;8.14;175.44
50.0;8.22;183.76
51.0;8.37;192.24
52.0;8.45;200.79
53.0;8.62;209.51
54.0;8.66;218.28
55.0;8.83;227.21
56.0;8.87;236.19
57.0;9.0;245.3
58.0;9.06;254.46
59.0;9.19;263.75
60.0;9.23;273.09
61.0;9.34;282.54
62.0;9.38;292.02
63.0;9.48;301.6
64.0;9.51;311.22
65.0;9.59;320.91
66.0;9.62;330.64
67.0;9.68;340.42
68.0;9.71;350.24
