GRAND_ID: 1988
DAM_NAME: -80.518732
LONG: -80.518732
LAT: -4.680996
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.22
2.0;0.17;0.54
3.0;0.3;0.99
4.0;0.45;1.59
5.0;0.59;2.33
6.0;0.8;3.28
7.0;1.01;4.43
8.0;1.26;5.85
9.0;1.57;7.56
10.0;1.95;9.66
11.0;2.25;12.06
12.0;2.65;14.86
13.0;3.07;18.07
14.0;3.67;21.89
15.0;4.39;26.43
16.0;5.34;31.92
17.0;5.97;38.03
18.0;6.74;44.92
19.0;7.46;52.52
20.0;8.68;61.36
21.0;10.28;71.78
22.0;12.34;84.27
23.0;13.86;98.28
24.0;15.92;114.35
25.0;18.14;132.65
26.0;20.49;153.28
27.0;22.36;175.79
28.0;25.07;201.01
29.0;27.37;228.53
30.0;30.25;258.93
31.0;32.56;291.63
32.0;35.76;327.54
33.0;38.33;366.02
34.0;41.18;407.35
35.0;43.18;450.68
36.0;45.23;496.05
37.0;46.78;542.98
38.0;48.38;591.52
39.0;49.64;641.31
40.0;50.79;692.25
41.0;51.66;744.05
