GRAND_ID: 2669
DAM_NAME: -4.529495
LONG: -4.529495
LAT: 42.908059
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.22
2.0;0.17;0.55
3.0;0.26;0.96
4.0;0.34;1.46
5.0;0.43;2.04
6.0;0.58;2.77
7.0;0.68;3.61
8.0;0.77;4.53
9.0;0.88;5.57
10.0;0.97;6.69
11.0;1.06;7.89
12.0;1.16;9.2
13.0;1.24;10.59
14.0;1.33;12.08
15.0;1.4;13.62
16.0;1.49;15.26
17.0;1.57;16.98
18.0;1.65;18.78
19.0;1.71;20.65
20.0;1.81;22.61
21.0;1.89;24.65
22.0;1.97;26.77
23.0;2.03;28.95
24.0;2.1;31.2
25.0;2.15;33.51
26.0;2.23;35.88
27.0;2.27;38.31
28.0;2.32;40.77
29.0;2.36;43.28
