GRAND_ID: 2394
DAM_NAME: -51.618652
LONG: -51.618652
LAT: -20.772788
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;1.31;1.79
2.0;2.03;4.29
3.0;13.81;18.57
4.0;18.97;38.01
5.0;32.14;70.62
6.0;40.56;111.65
7.0;62.98;175.11
8.0;71.98;247.56
9.0;90.07;338.11
10.0;98.63;437.22
11.0;112.17;549.86
12.0;120.48;670.82
13.0;137.02;808.31
14.0;146.18;954.97
15.0;160.56;1116.0
16.0;168.6;1285.08
17.0;182.67;1468.22
18.0;189.93;1658.63
19.0;209.01;1868.12
20.0;221.73;2090.32
21.0;250.31;2341.11
22.0;269.53;2611.11
23.0;308.76;2920.35
24.0;326.99;3247.82
25.0;351.64;3599.94
26.0;361.69;3962.1
27.0;377.92;4340.49
28.0;384.91;4725.88
29.0;395.83;5122.18
30.0;400.09;5522.74
31.0;406.86;5930.08
32.0;409.48;6340.03
33.0;413.09;6753.6
34.0;414.51;7168.58
35.0;416.96;7586.01
36.0;418.27;8004.76
37.0;420.04;8425.27
38.0;421.0;8846.74
39.0;422.3;9269.51
40.0;423.01;9693.0
41.0;423.98;10117.45
42.0;424.38;10542.31
43.0;425.07;10967.85
44.0;425.69;11394.02
45.0;426.4;11820.89
