GRAND_ID: 2527
DAM_NAME: -41.821875
LONG: -41.821875
LAT: -13.567713
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.03;0.26
3.0;0.05;0.41
4.0;0.06;0.58
5.0;0.09;0.77
6.0;0.1;0.98
7.0;0.13;1.21
8.0;0.14;1.46
9.0;0.17;1.74
10.0;0.18;2.02
11.0;0.2;2.33
12.0;0.21;2.65
13.0;0.23;2.98
14.0;0.25;3.34
15.0;0.3;3.74
16.0;0.32;4.17
17.0;0.4;4.68
18.0;0.44;5.22
19.0;0.52;5.85
20.0;0.55;6.5
21.0;0.66;7.27
22.0;0.71;8.08
23.0;0.87;9.06
24.0;0.96;10.12
25.0;1.14;11.37
26.0;1.21;12.69
27.0;1.43;14.22
28.0;1.5;15.83
29.0;1.7;17.63
30.0;1.78;19.52
31.0;1.96;21.59
32.0;2.01;23.71
33.0;2.2;26.01
34.0;2.28;28.4
35.0;2.5;31.01
36.0;2.6;33.71
37.0;2.89;36.71
38.0;3.05;39.86
39.0;3.37;43.34
40.0;3.48;46.93
41.0;3.72;50.76
42.0;3.83;54.7
43.0;4.1;58.9
44.0;4.2;63.21
45.0;4.46;67.78
46.0;4.56;72.44
47.0;4.77;77.32
48.0;4.86;82.28
49.0;5.05;87.44
50.0;5.13;92.67
51.0;5.28;98.06
52.0;5.34;103.5
53.0;5.51;109.12
54.0;5.58;114.8
55.0;5.77;120.68
56.0;5.85;126.63
57.0;6.02;132.75
58.0;6.09;138.95
59.0;6.25;145.3
60.0;6.32;151.73
61.0;6.48;158.32
62.0;6.53;164.96
63.0;6.65;171.72
64.0;6.69;178.51
65.0;6.79;185.41
66.0;6.82;192.34
67.0;6.88;199.32
68.0;6.92;206.35
69.0;6.99;213.44
70.0;7.01;220.55
71.0;7.07;227.73
72.0;7.09;234.92
73.0;7.14;242.17
74.0;7.16;249.43
75.0;7.2;256.74
76.0;7.22;264.06
77.0;7.27;271.44
78.0;7.29;278.84
79.0;7.33;286.27
80.0;7.34;293.72
