GRAND_ID: 2528
DAM_NAME: -40.236724
LONG: -40.236724
LAT: -13.868135
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.23
2.0;0.48;0.88
3.0;0.74;1.8
4.0;1.11;3.09
5.0;1.29;4.56
6.0;1.86;6.6
7.0;2.14;8.92
8.0;2.77;11.88
9.0;3.32;15.37
10.0;4.19;19.75
11.0;5.01;24.94
12.0;6.35;31.47
13.0;7.04;38.69
14.0;8.59;47.45
15.0;9.87;57.5
16.0;12.03;69.71
17.0;13.61;83.49
18.0;15.45;99.12
19.0;16.75;116.04
20.0;18.9;135.13
21.0;20.21;155.51
22.0;25.21;180.91
23.0;30.48;211.57
24.0;41.98;253.73
25.0;49.57;303.48
26.0;61.76;365.41
27.0;66.89;432.48
28.0;75.12;507.78
29.0;78.69;586.65
30.0;84.74;671.56
31.0;88.22;759.97
32.0;94.29;854.44
33.0;96.84;951.45
34.0;101.39;1053.02
35.0;103.83;1157.03
36.0;107.11;1264.32
37.0;109.57;1374.07
38.0;112.3;1486.55
39.0;113.59;1600.32
40.0;116.26;1716.76
41.0;117.75;1834.69
42.0;119.6;1954.47
43.0;120.64;2075.29
44.0;122.39;2197.86
45.0;123.31;2321.35
46.0;124.38;2445.91
47.0;124.99;2571.08
48.0;126.03;2697.29
49.0;126.68;2824.14
50.0;127.41;2951.73
51.0;127.84;3079.75
52.0;128.42;3208.35
53.0;128.76;3337.29
54.0;129.52;3467.0
55.0;129.8;3596.97
56.0;130.29;3727.44
57.0;130.55;3858.17
58.0;131.08;3989.43
59.0;131.31;4120.91
60.0;131.81;4252.9
61.0;131.96;4385.04
62.0;132.17;4517.39
63.0;132.25;4649.82
64.0;132.51;4782.51
