GRAND_ID: 6683
DAM_NAME: 145.133874
LONG: 145.133874
LAT: -41.724801
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.19
2.0;0.15;0.46
3.0;0.25;0.83
4.0;0.29;1.24
5.0;0.32;1.67
6.0;0.42;2.21
7.0;0.48;2.81
8.0;0.62;3.55
9.0;0.69;4.36
10.0;0.79;5.27
11.0;0.92;6.31
12.0;0.98;7.41
13.0;1.03;8.56
14.0;1.1;9.78
15.0;1.17;11.07
16.0;1.25;12.44
17.0;1.33;13.89
18.0;1.38;15.38
19.0;1.45;16.95
20.0;1.49;18.56
21.0;1.52;20.2
22.0;1.56;21.88
23.0;1.61;23.6
24.0;1.65;25.37
25.0;1.73;27.22
26.0;1.86;29.2
27.0;1.96;31.28
28.0;2.13;33.52
29.0;2.22;35.86
30.0;2.4;38.39
31.0;2.52;41.03
32.0;2.74;43.89
33.0;2.88;46.89
34.0;3.08;50.08
35.0;3.17;53.37
36.0;3.33;56.82
37.0;3.46;60.4
38.0;3.61;64.13
39.0;3.72;67.96
40.0;3.86;71.94
41.0;4.02;76.07
42.0;4.19;80.38
43.0;4.32;84.82
44.0;4.43;89.37
45.0;4.54;94.02
46.0;4.67;98.81
47.0;4.8;103.72
48.0;4.91;108.76
49.0;4.99;113.87
50.0;5.16;119.15
51.0;5.26;124.53
52.0;5.4;130.05
53.0;5.52;135.69
54.0;5.64;141.45
55.0;5.73;147.3
56.0;5.81;153.24
57.0;5.96;159.32
58.0;6.13;165.56
59.0;6.26;171.93
60.0;6.45;178.51
61.0;6.68;185.31
62.0;6.99;192.42
63.0;7.21;199.75
64.0;7.62;207.49
65.0;7.96;215.56
66.0;8.47;224.16
67.0;9.12;233.39
68.0;9.86;243.37
69.0;10.57;254.06
70.0;11.47;265.66
71.0;12.17;277.94
72.0;13.21;291.27
73.0;14.12;305.51
74.0;15.12;320.74
75.0;15.99;336.85
76.0;16.85;353.82
77.0;17.71;371.65
78.0;18.91;390.67
79.0;19.72;410.51
80.0;20.77;431.39
81.0;21.79;453.3
82.0;22.85;476.27
83.0;23.74;500.12
84.0;25.08;525.32
85.0;25.83;551.27
86.0;26.9;578.29
87.0;27.77;606.18
88.0;28.6;634.9
89.0;29.04;664.06
90.0;29.99;694.17
91.0;30.46;724.75
92.0;31.13;756.0
93.0;31.78;787.9
94.0;32.36;820.38
95.0;32.93;853.43
96.0;33.44;886.99
97.0;33.83;920.94
98.0;34.29;955.35
99.0;34.55;990.03
100.0;34.91;1025.05
101.0;35.25;1060.42
102.0;35.64;1096.18
103.0;35.83;1132.12
