GRAND_ID: 3557
DAM_NAME: 3.419799
LONG: 3.419799
LAT: 36.651373
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.04;0.29
3.0;0.07;0.47
4.0;0.1;0.69
5.0;0.13;0.93
6.0;0.18;1.22
7.0;0.21;1.54
8.0;0.25;1.9
9.0;0.29;2.3
10.0;0.35;2.76
11.0;0.38;3.26
12.0;0.44;3.8
13.0;0.48;4.4
14.0;0.55;5.06
15.0;0.6;5.77
16.0;0.67;6.55
17.0;0.74;7.4
18.0;0.86;8.37
19.0;0.93;9.41
20.0;1.01;10.53
21.0;1.07;11.72
22.0;1.19;13.02
23.0;1.3;14.43
24.0;1.41;15.95
25.0;1.47;17.53
26.0;1.58;19.23
27.0;1.67;21.01
28.0;1.77;22.9
29.0;1.86;24.87
30.0;1.98;26.96
31.0;2.11;29.18
32.0;2.24;31.53
33.0;2.34;33.98
34.0;2.47;36.57
35.0;2.62;39.3
36.0;2.77;42.18
37.0;2.86;45.15
38.0;3.0;48.26
39.0;3.1;51.48
40.0;3.23;54.82
41.0;3.34;58.27
42.0;3.47;61.86
43.0;3.56;65.52
44.0;3.68;69.32
45.0;3.79;73.22
46.0;3.93;77.27
47.0;4.06;81.44
48.0;4.2;85.75
49.0;4.28;90.15
50.0;4.4;94.66
51.0;4.49;99.26
52.0;4.61;103.98
53.0;4.71;108.8
54.0;4.79;113.7
55.0;4.86;118.67
56.0;4.93;123.72
57.0;4.99;128.82
58.0;5.04;133.96
59.0;5.06;139.14
60.0;5.09;144.34
61.0;5.11;149.57
