GRAND_ID: 2341
DAM_NAME: -68.4897
LONG: -68.4897
LAT: -38.585588
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.36;0.81
2.0;1.33;2.58
3.0;1.9;4.93
4.0;3.58;8.96
5.0;5.13;14.54
6.0;7.92;22.91
7.0;9.13;32.49
8.0;12.3;45.24
9.0;14.11;59.8
10.0;18.12;78.36
11.0;21.17;99.98
12.0;26.55;126.98
13.0;29.38;156.8
14.0;36.18;193.43
15.0;39.97;233.85
16.0;48.29;282.58
17.0;52.07;335.11
18.0;59.17;394.72
19.0;63.12;458.29
20.0;70.04;528.78
21.0;74.58;603.8
22.0;83.58;687.83
23.0;88.25;776.53
24.0;96.72;873.7
25.0;100.96;975.1
26.0;108.8;1084.35
27.0;112.23;1197.03
28.0;116.71;1314.19
29.0;118.58;1433.22
30.0;122.54;1556.21
31.0;124.32;1680.98
32.0;128.46;1809.88
33.0;130.98;1941.3
34.0;135.22;2076.97
35.0;137.0;2214.42
36.0;140.09;2354.96
37.0;141.69;2497.1
38.0;144.62;2642.16
39.0;146.46;2789.07
40.0;149.65;2939.17
41.0;151.24;3090.85
42.0;154.09;3245.39
43.0;155.44;3401.28
44.0;158.07;3559.8
45.0;159.38;3719.62
46.0;161.37;3881.45
47.0;162.56;4044.46
48.0;164.18;4209.09
49.0;165.19;4374.72
50.0;166.63;4541.8
51.0;167.41;4709.65
52.0;168.77;4878.87
53.0;169.46;5048.78
54.0;170.61;5219.84
55.0;171.18;5391.47
56.0;172.18;5564.1
57.0;172.66;5737.21
58.0;173.5;5911.15
59.0;173.94;6085.54
60.0;174.55;6260.54
