GRAND_ID: 6953
DAM_NAME: 48.315182
LONG: 48.315182
LAT: 36.3242
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.17
2.0;0.07;0.37
3.0;0.09;0.59
4.0;0.11;0.83
5.0;0.12;1.08
6.0;0.15;1.37
7.0;0.18;1.68
8.0;0.21;2.02
9.0;0.22;2.38
10.0;0.26;2.76
11.0;0.27;3.17
12.0;0.32;3.62
13.0;0.37;4.13
14.0;0.45;4.71
15.0;0.54;5.38
16.0;0.62;6.13
17.0;0.68;6.94
18.0;0.77;7.85
19.0;0.86;8.84
20.0;0.95;9.92
21.0;1.04;11.09
22.0;1.15;12.38
23.0;1.28;13.79
24.0;1.43;15.35
25.0;1.85;17.32
26.0;2.46;19.92
27.0;2.84;22.89
28.0;3.3;26.33
29.0;3.7;30.16
30.0;4.45;34.74
31.0;5.07;39.94
32.0;5.87;45.94
33.0;6.37;52.44
34.0;6.98;59.56
35.0;7.23;66.92
36.0;7.44;74.49
37.0;7.52;82.14
38.0;7.58;89.85
39.0;7.6;97.59
