GRAND_ID: 2314
DAM_NAME: -71.094577
LONG: -71.094577
LAT: -30.495995
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.12
2.0;0.05;0.28
3.0;0.08;0.47
4.0;0.13;0.71
5.0;0.17;0.99
6.0;0.23;1.33
7.0;0.29;1.72
8.0;0.46;2.29
9.0;0.53;2.94
10.0;0.74;3.79
11.0;0.86;4.75
12.0;1.07;5.93
13.0;1.16;7.2
14.0;1.35;8.66
15.0;1.41;10.18
16.0;1.59;11.89
17.0;1.68;13.68
18.0;1.85;15.63
19.0;1.93;17.67
20.0;2.09;19.87
21.0;2.17;22.15
22.0;2.34;24.59
23.0;2.42;27.12
24.0;2.57;29.8
25.0;2.66;32.56
26.0;2.86;35.53
27.0;2.95;38.59
28.0;3.19;41.88
29.0;3.27;45.26
30.0;3.49;48.86
31.0;3.59;52.56
32.0;3.8;56.47
33.0;3.88;60.45
34.0;4.08;64.64
35.0;4.16;68.91
36.0;4.31;73.33
37.0;4.36;77.8
38.0;4.48;82.39
39.0;4.5;87.0
40.0;4.59;91.69
41.0;4.6;96.4
42.0;4.65;101.16
