GRAND_ID: 6716
DAM_NAME: 152.938011
LONG: 152.938011
LAT: -27.266453
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.27;0.56
2.0;0.54;1.39
3.0;0.93;2.62
4.0;1.32;4.24
5.0;1.65;6.18
6.0;1.96;8.43
7.0;2.22;10.95
8.0;2.51;13.75
9.0;2.77;16.82
10.0;3.17;20.29
11.0;3.73;24.31
12.0;4.65;29.26
13.0;5.98;35.53
14.0;7.68;43.51
15.0;9.48;53.28
16.0;10.76;64.33
17.0;11.84;76.46
18.0;13.05;89.81
19.0;14.43;104.53
20.0;15.93;120.75
21.0;17.3;138.33
22.0;18.49;157.11
23.0;19.42;176.82
24.0;20.29;197.4
25.0;20.93;218.63
