GRAND_ID: 5245
DAM_NAME: 113.672101
LONG: 113.672101
LAT: 35.942092
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.05;0.29
3.0;0.07;0.47
4.0;0.09;0.67
5.0;0.13;0.91
6.0;0.16;1.17
7.0;0.22;1.49
8.0;0.26;1.86
9.0;0.32;2.29
10.0;0.36;2.76
11.0;0.41;3.27
12.0;0.42;3.8
13.0;0.47;4.38
14.0;0.49;4.97
15.0;0.52;5.59
16.0;0.53;6.23
17.0;0.55;6.89
18.0;0.57;7.56
19.0;0.59;8.25
20.0;0.6;8.96
21.0;0.62;9.68
22.0;0.63;10.42
23.0;0.64;11.16
24.0;0.65;11.92
25.0;0.67;12.7
26.0;0.68;13.48
