GRAND_ID: 6583
DAM_NAME: 146.739583
LONG: 146.739583
LAT: -19.411799
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.29;0.45
2.0;0.61;1.24
3.0;1.27;2.67
4.0;2.31;5.15
5.0;4.16;9.48
6.0;5.44;15.09
7.0;6.65;21.9
8.0;7.95;30.02
9.0;10.47;40.65
10.0;12.43;53.25
11.0;14.48;67.9
12.0;16.95;85.01
13.0;19.86;105.04
14.0;22.74;127.95
15.0;26.49;154.61
16.0;30.94;185.72
17.0;35.24;221.13
18.0;38.78;260.07
19.0;42.2;302.44
20.0;44.82;347.43
21.0;47.21;394.8
22.0;48.79;443.75
23.0;50.12;494.04
24.0;51.05;545.26
25.0;51.84;597.27
26.0;52.34;649.78
