GRAND_ID: 4302
DAM_NAME: 20.98959
LONG: 20.98959
LAT: -33.289399
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.18
2.0;0.32;0.61
3.0;0.41;1.14
4.0;0.67;1.93
5.0;0.75;2.8
6.0;1.06;3.97
7.0;1.16;5.25
8.0;1.54;6.9
9.0;1.74;8.76
10.0;2.46;11.33
11.0;2.81;14.26
12.0;3.6;17.98
13.0;3.83;21.92
14.0;4.35;26.39
15.0;4.5;31.01
16.0;4.81;35.93
17.0;4.93;40.98
18.0;5.15;46.24
19.0;5.23;51.59
20.0;5.4;57.11
21.0;5.46;62.69
22.0;5.57;68.37
23.0;5.59;74.08
