GRAND_ID: 2428
DAM_NAME: -47.193039
LONG: -47.193039
LAT: -23.940295
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.15
2.0;0.07;0.34
3.0;0.08;0.55
4.0;0.13;0.81
5.0;0.15;1.09
6.0;0.22;1.44
7.0;0.24;1.81
8.0;0.31;2.25
9.0;0.34;2.71
10.0;0.4;3.24
11.0;0.42;3.79
12.0;0.5;4.42
13.0;0.54;5.09
14.0;0.63;5.85
15.0;0.69;6.67
16.0;0.87;7.67
17.0;0.95;8.75
18.0;1.4;10.27
19.0;1.58;11.98
20.0;2.12;14.23
21.0;2.39;16.74
22.0;3.1;19.97
23.0;3.36;23.46
24.0;4.28;27.88
25.0;4.6;32.6
26.0;5.5;38.22
27.0;5.84;44.19
28.0;6.63;50.95
29.0;6.91;57.99
30.0;7.72;65.83
31.0;8.13;74.09
32.0;9.01;83.23
33.0;9.46;92.82
34.0;10.47;103.42
35.0;10.78;114.32
36.0;11.66;126.11
37.0;11.96;138.19
38.0;12.68;151.01
39.0;12.95;164.09
40.0;13.59;177.81
41.0;13.78;191.71
42.0;14.33;206.17
43.0;14.54;220.84
44.0;15.01;235.97
45.0;15.17;251.27
