GRAND_ID: 2312
DAM_NAME: -64.886793
LONG: -64.886793
LAT: -27.524193
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.37;0.54
2.0;0.71;1.43
3.0;1.78;3.39
4.0;2.65;6.22
5.0;3.95;10.35
6.0;6.01;16.54
7.0;10.09;26.81
8.0;11.76;38.75
9.0;14.34;53.26
10.0;15.78;69.22
11.0;18.72;88.12
12.0;20.81;109.11
13.0;25.01;134.3
14.0;27.86;162.34
15.0;32.79;195.3
16.0;35.27;230.75
17.0;40.3;271.23
18.0;44.81;316.21
19.0;54.66;371.05
20.0;61.37;432.6
21.0;107.29;540.07
22.0;152.0;692.25
23.0;199.12;891.55
24.0;218.55;1110.28
25.0;244.73;1355.18
26.0;253.28;1608.64
