GRAND_ID: 4543
DAM_NAME: 30.626965
LONG: 30.626965
LAT: -20.147386
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.15
2.0;0.24;0.5
3.0;0.31;0.91
4.0;0.46;1.47
5.0;0.5;2.08
6.0;0.64;2.82
7.0;0.7;3.62
8.0;0.84;4.57
9.0;0.9;5.57
10.0;1.08;6.75
11.0;1.14;7.99
12.0;1.39;9.49
13.0;1.5;11.1
14.0;1.82;13.02
15.0;1.95;15.08
16.0;2.31;17.49
17.0;2.43;20.02
18.0;2.77;22.89
19.0;2.91;25.91
20.0;3.22;29.23
21.0;3.32;32.66
22.0;3.6;36.36
23.0;3.68;40.15
24.0;3.93;44.18
25.0;4.0;48.29
