GRAND_ID: 219
DAM_NAME: -121.822917
LONG: -121.822917
LAT: 37.489583
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.26
2.0;0.25;0.65
3.0;0.41;1.2
4.0;0.57;1.9
5.0;0.68;2.72
6.0;0.81;3.67
7.0;0.91;4.72
8.0;1.05;5.91
9.0;1.19;7.24
10.0;1.38;8.76
11.0;1.52;10.42
12.0;1.75;12.31
13.0;1.96;14.41
14.0;2.17;16.71
15.0;2.36;19.22
16.0;2.63;21.99
17.0;2.84;24.97
18.0;3.09;28.2
19.0;3.37;31.71
20.0;3.68;35.52
21.0;3.91;39.58
22.0;4.17;43.89
23.0;4.35;48.38
24.0;4.57;53.09
25.0;4.74;57.97
26.0;4.88;62.98
27.0;4.98;68.1
28.0;5.08;73.32
29.0;5.16;78.62
30.0;5.24;84.0
