GRAND_ID: 1755
DAM_NAME: -86.122475
LONG: -86.122475
LAT: 36.893486
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.11;0.27
2.0;0.17;0.61
3.0;0.34;1.1
4.0;0.65;1.91
5.0;1.13;3.2
6.0;1.48;4.84
7.0;2.28;7.29
8.0;2.98;10.42
9.0;4.78;15.36
10.0;7.44;22.96
11.0;11.99;35.11
12.0;14.94;50.21
13.0;18.93;69.3
14.0;21.9;91.36
15.0;26.3;117.81
16.0;29.3;147.27
17.0;33.17;180.6
18.0;35.72;216.48
19.0;39.01;255.65
20.0;41.18;296.99
21.0;43.83;340.97
22.0;45.76;386.9
23.0;47.84;434.89
24.0;49.36;484.41
25.0;51.01;535.58
26.0;51.98;587.73
27.0;53.19;641.08
28.0;53.86;695.1
29.0;54.64;749.9
30.0;55.1;805.16
