GRAND_ID: 1437
DAM_NAME: -78.724186
LONG: -78.724186
LAT: 46.378979
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.15;0.34
2.0;0.23;0.76
3.0;0.39;1.34
4.0;0.5;2.02
5.0;0.64;2.85
6.0;0.79;3.83
7.0;1.0;5.01
8.0;1.06;6.27
9.0;1.26;7.71
10.0;1.36;9.26
11.0;1.49;10.94
12.0;1.58;12.72
13.0;1.95;14.86
14.0;2.46;17.5
15.0;3.14;20.84
16.0;3.76;24.78
17.0;4.63;29.6
18.0;5.31;35.1
19.0;6.56;41.85
20.0;7.39;49.42
21.0;8.42;58.03
22.0;9.13;67.35
23.0;10.29;77.83
24.0;10.82;88.84
25.0;11.82;100.85
26.0;12.7;113.74
27.0;14.25;128.18
28.0;15.08;143.45
29.0;16.19;159.83
30.0;16.92;176.94
31.0;18.09;195.21
32.0;18.91;214.31
33.0;19.98;234.47
34.0;20.91;255.57
35.0;21.94;277.7
36.0;22.83;300.73
37.0;24.44;325.35
38.0;25.44;350.98
39.0;27.4;378.58
40.0;28.86;407.62
41.0;31.01;438.82
42.0;32.37;471.38
43.0;34.47;506.04
44.0;35.8;542.03
45.0;37.79;580.0
46.0;38.88;619.07
47.0;40.53;659.79
48.0;41.68;701.66
49.0;43.37;745.22
50.0;44.44;789.85
51.0;45.65;835.69
52.0;46.39;882.27
53.0;47.39;929.84
54.0;47.89;977.92
55.0;48.47;1026.58
