GRAND_ID: 6577
DAM_NAME: 145.980817
LONG: 145.980817
LAT: -6.252654
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.39
2.0;0.26;0.91
3.0;0.36;1.54
4.0;0.5;2.3
5.0;0.59;3.16
6.0;0.72;4.15
7.0;0.83;5.24
8.0;1.05;6.55
9.0;1.36;8.17
10.0;1.94;10.37
11.0;2.48;13.11
12.0;3.19;16.56
13.0;3.85;20.67
14.0;4.58;25.52
15.0;5.08;30.87
16.0;5.68;36.81
17.0;6.06;43.13
18.0;6.56;49.95
19.0;7.08;57.3
20.0;7.77;65.33
21.0;8.35;73.95
22.0;9.15;83.36
23.0;9.85;93.47
24.0;10.85;104.59
25.0;11.72;116.57
26.0;12.83;129.66
27.0;13.55;143.48
28.0;14.66;158.41
29.0;15.83;174.5
30.0;16.94;191.7
31.0;17.8;209.77
32.0;18.93;228.97
33.0;19.87;249.1
34.0;20.92;270.29
35.0;21.64;292.19
36.0;22.52;314.96
37.0;23.06;338.29
38.0;23.69;362.24
39.0;23.99;386.5
