GRAND_ID: 6997
DAM_NAME: 73.539891
LONG: 73.539891
LAT: 18.451642
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.18
2.0;0.12;0.41
3.0;0.21;0.72
4.0;0.25;1.07
5.0;0.32;1.5
6.0;0.35;1.96
7.0;0.4;2.46
8.0;0.42;2.99
9.0;0.49;3.57
10.0;0.51;4.18
11.0;0.56;4.85
12.0;0.58;5.53
13.0;0.65;6.29
14.0;0.68;7.07
15.0;0.76;7.93
16.0;0.79;8.83
17.0;0.88;9.81
18.0;0.91;10.82
19.0;1.02;11.95
20.0;1.07;13.12
21.0;1.2;14.42
22.0;1.28;15.8
23.0;1.42;17.32
24.0;1.49;18.92
25.0;1.64;20.66
26.0;1.69;22.45
27.0;1.81;24.37
28.0;1.85;26.32
29.0;1.94;28.37
30.0;2.02;30.49
31.0;2.14;32.73
32.0;2.2;35.04
33.0;2.33;37.47
34.0;2.4;39.97
35.0;2.54;42.62
36.0;2.62;45.34
37.0;2.79;48.22
38.0;2.83;51.16
39.0;2.96;54.22
40.0;3.01;57.33
41.0;3.16;60.59
42.0;3.21;63.91
43.0;3.33;67.34
44.0;3.39;70.84
45.0;3.53;74.47
46.0;3.57;78.14
47.0;3.69;81.93
48.0;3.75;85.78
49.0;3.84;89.73
50.0;3.88;93.71
51.0;3.94;97.75
52.0;3.97;101.83
53.0;4.02;105.95
