GRAND_ID: 3818
DAM_NAME: 29.122376
LONG: 29.122376
LAT: 47.278794
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.23
2.0;0.35;0.69
3.0;0.62;1.42
4.0;1.26;2.78
5.0;1.88;4.77
6.0;3.31;8.19
7.0;3.95;12.25
8.0;4.77;17.13
9.0;5.4;22.63
10.0;6.87;29.61
11.0;8.71;38.43
12.0;11.05;49.59
13.0;13.16;62.85
14.0;15.07;78.03
15.0;16.73;94.87
16.0;18.41;113.39
17.0;19.99;133.49
18.0;21.68;155.28
19.0;23.51;178.89
20.0;26.26;205.26
21.0;28.31;233.67
22.0;30.5;264.29
23.0;32.12;296.52
24.0;33.81;330.44
25.0;34.81;365.36
26.0;36.0;401.46
27.0;36.91;438.48
28.0;38.18;476.77
29.0;39.27;516.15
30.0;40.35;556.61
31.0;41.02;597.74
32.0;41.75;639.6
33.0;42.27;681.97
34.0;42.76;724.84
35.0;43.14;768.08
36.0;43.5;811.69
37.0;43.79;855.59
38.0;44.11;899.81
39.0;44.41;944.33
40.0;44.69;989.13
41.0;44.97;1034.21
42.0;45.19;1079.51
43.0;45.44;1125.06
44.0;45.68;1170.85
45.0;45.89;1216.85
46.0;46.11;1263.07
47.0;46.29;1309.46
48.0;46.51;1356.08
49.0;46.68;1402.88
50.0;46.87;1449.85
51.0;47.01;1496.97
52.0;47.17;1544.25
53.0;47.28;1591.63
54.0;47.46;1639.19
55.0;47.57;1686.88
56.0;47.72;1734.71
57.0;47.81;1782.62
58.0;47.91;1830.64
59.0;48.01;1878.76
60.0;48.14;1927.0
61.0;48.24;1975.35
62.0;48.36;2023.82
63.0;48.46;2072.4
