GRAND_ID: 5820
DAM_NAME: 112.448632
LONG: 112.448632
LAT: -8.164583
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.19
2.0;0.2;0.53
3.0;0.3;0.97
4.0;0.49;1.6
5.0;0.65;2.39
6.0;0.89;3.41
7.0;0.99;4.55
8.0;1.2;5.89
9.0;1.29;7.32
10.0;1.46;8.92
11.0;1.55;10.61
12.0;1.72;12.47
13.0;1.79;14.4
14.0;1.96;16.5
15.0;2.04;18.69
16.0;2.63;21.46
17.0;3.03;24.63
18.0;4.04;28.81
19.0;4.62;33.58
20.0;5.66;39.38
21.0;6.21;45.72
22.0;7.22;53.09
23.0;7.75;60.98
24.0;8.63;69.75
25.0;9.12;79.01
26.0;10.03;89.18
27.0;10.51;99.84
28.0;11.52;111.49
29.0;12.03;123.67
30.0;12.85;136.66
31.0;13.24;150.04
