GRAND_ID: 1247
DAM_NAME: -97.370431
LONG: -97.370431
LAT: 31.869948
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.29;0.49
2.0;0.71;1.4
3.0;1.39;2.99
4.0;2.02;5.2
5.0;3.08;8.48
6.0;4.52;13.19
7.0;8.13;21.52
8.0;10.28;32.0
9.0;12.81;45.0
10.0;14.84;60.04
11.0;18.73;78.98
12.0;22.46;101.63
13.0;31.26;133.09
14.0;41.55;174.84
15.0;57.61;232.65
16.0;65.88;298.72
17.0;75.22;374.15
18.0;82.14;456.48
19.0;91.61;548.3
20.0;97.53;646.02
21.0;103.62;749.84
22.0;107.08;857.12
23.0;111.52;968.84
24.0;113.85;1082.89
25.0;116.55;1199.64
26.0;118.0;1317.84
27.0;119.48;1437.52
28.0;120.28;1557.99
