GRAND_ID: 1993
DAM_NAME: -76.153125
LONG: -76.153125
LAT: -11.840302
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.0;0.23
3.0;0.0;0.34
4.0;0.13;0.58
5.0;0.13;0.83
6.0;0.13;1.07
7.0;0.13;1.32
8.0;0.26;1.69
9.0;0.26;2.07
10.0;0.26;2.44
11.0;0.26;2.81
12.0;0.5;3.42
13.0;0.5;4.03
14.0;0.5;4.64
15.0;0.5;5.24
16.0;0.94;6.3
17.0;0.94;7.36
18.0;0.94;8.42
19.0;0.94;9.47
20.0;1.31;10.89
21.0;1.31;12.31
22.0;1.31;13.73
23.0;1.31;15.15
24.0;1.79;17.05
25.0;1.79;18.96
26.0;1.79;20.86
27.0;1.79;22.76
28.0;2.14;25.01
29.0;2.14;27.26
30.0;2.14;29.51
31.0;2.14;31.76
32.0;2.4;34.27
33.0;2.4;36.78
34.0;2.4;39.29
35.0;2.4;41.8
36.0;2.53;44.44
37.0;2.53;47.07
38.0;2.53;49.71
39.0;2.53;52.35
