GRAND_ID: 3083
DAM_NAME: 12.959497
LONG: 12.959497
LAT: 62.403783
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.11;0.22
2.0;0.17;0.49
3.0;0.28;0.88
4.0;0.35;1.34
5.0;0.45;1.9
6.0;0.5;2.51
7.0;0.73;3.34
8.0;1.14;4.59
9.0;1.74;6.43
10.0;2.31;8.85
11.0;3.28;12.23
12.0;3.72;16.06
13.0;4.56;20.73
14.0;4.78;25.61
15.0;5.41;31.13
16.0;5.78;37.01
17.0;6.48;43.59
18.0;7.01;50.71
19.0;8.25;59.06
20.0;9.01;68.18
21.0;10.34;78.63
22.0;11.22;89.95
23.0;12.8;102.85
24.0;13.35;116.31
25.0;15.36;131.77
26.0;16.58;148.46
27.0;19.91;168.48
28.0;21.03;189.62
29.0;23.86;213.59
30.0;24.42;238.12
31.0;26.87;265.1
32.0;27.46;292.66
33.0;29.48;322.25
34.0;30.08;352.44
35.0;31.86;384.41
36.0;32.44;416.95
37.0;33.92;450.98
38.0;34.73;485.81
39.0;35.89;521.81
40.0;36.34;558.26
41.0;37.46;595.83
42.0;37.84;633.78
43.0;38.65;672.54
44.0;39.08;711.72
45.0;39.8;751.63
46.0;40.09;791.83
47.0;40.65;832.59
48.0;40.87;873.56
49.0;41.41;915.08
50.0;41.61;956.8
51.0;41.97;998.87
52.0;42.12;1041.1
53.0;42.45;1083.66
54.0;42.64;1126.4
