GRAND_ID: 2546
DAM_NAME: -44.567049
LONG: -44.567049
LAT: -22.527928
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.2;0.35
2.0;0.32;0.81
3.0;0.61;1.56
4.0;0.95;2.66
5.0;1.77;4.58
6.0;2.36;7.08
7.0;3.33;10.56
8.0;3.79;14.5
9.0;4.95;19.59
10.0;5.49;25.23
11.0;6.57;31.94
12.0;7.09;39.18
13.0;8.22;47.54
14.0;8.72;56.41
15.0;9.84;66.4
16.0;10.42;76.96
17.0;11.63;88.74
18.0;12.32;101.2
19.0;13.62;114.97
20.0;14.24;129.35
21.0;15.38;144.88
22.0;15.94;160.96
23.0;17.11;178.22
24.0;17.69;196.06
25.0;18.94;215.14
26.0;19.56;234.85
27.0;20.74;255.73
28.0;21.37;277.25
29.0;22.63;300.02
30.0;23.32;323.48
31.0;24.71;348.34
32.0;25.46;373.94
33.0;26.99;401.08
34.0;27.67;428.89
35.0;29.2;458.24
36.0;30.01;488.4
37.0;31.67;520.21
38.0;32.51;552.87
39.0;34.24;587.25
40.0;35.05;622.45
41.0;36.71;659.3
42.0;37.57;697.02
43.0;39.2;736.36
44.0;40.06;776.57
45.0;41.6;818.32
46.0;42.24;860.7
47.0;43.47;904.32
48.0;44.13;948.59
49.0;45.37;994.1
50.0;45.91;1040.16
51.0;46.95;1087.25
52.0;47.41;1134.8
53.0;48.2;1183.15
54.0;48.6;1231.9
55.0;49.36;1281.4
56.0;49.66;1331.21
57.0;50.26;1381.62
