GRAND_ID: 4315
DAM_NAME: 19.711458
LONG: 19.711458
LAT: -33.583899
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.11;0.37
3.0;0.15;0.63
4.0;0.21;0.95
5.0;0.24;1.3
6.0;0.29;1.7
7.0;0.33;2.14
8.0;0.39;2.64
9.0;0.42;3.18
10.0;0.47;3.76
11.0;0.49;4.36
12.0;0.52;4.99
13.0;0.53;5.62
14.0;0.54;6.28
15.0;0.55;6.94
16.0;0.56;7.61
17.0;0.56;8.29
18.0;0.58;8.98
19.0;0.58;9.67
20.0;0.59;10.37
21.0;0.59;11.06
22.0;0.59;11.77
23.0;0.6;12.48
24.0;0.6;13.2
25.0;0.6;13.91
26.0;0.61;14.63
27.0;0.61;15.35
28.0;0.61;16.07
29.0;0.61;16.79
