GRAND_ID: 6622
DAM_NAME: 148.30743
LONG: 148.30743
LAT: -35.564605
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.16
2.0;0.07;0.35
3.0;0.14;0.6
4.0;0.21;0.93
5.0;0.37;1.42
6.0;0.43;1.96
7.0;0.57;2.65
8.0;0.63;3.39
9.0;0.81;4.31
10.0;0.92;5.35
11.0;1.08;6.54
12.0;1.15;7.81
13.0;1.3;9.23
14.0;1.34;10.68
15.0;1.49;12.29
16.0;1.53;13.94
17.0;1.69;15.75
18.0;1.76;17.63
19.0;1.89;19.64
20.0;1.96;21.71
21.0;2.18;24.01
22.0;2.26;26.39
23.0;2.45;28.95
24.0;2.52;31.58
25.0;2.74;34.44
26.0;2.81;37.37
27.0;2.9;40.38
28.0;2.93;43.43
29.0;3.01;46.55
