GRAND_ID: 6599
DAM_NAME: 149.110424
LONG: 149.110424
LAT: -32.66907
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.17
2.0;0.06;0.34
3.0;0.09;0.54
4.0;0.14;0.8
5.0;0.26;1.17
6.0;0.32;1.6
7.0;0.54;2.25
8.0;0.72;3.08
9.0;1.23;4.43
10.0;2.09;6.62
11.0;3.47;10.21
12.0;4.49;14.81
13.0;9.31;24.24
14.0;11.11;35.46
15.0;14.29;49.86
16.0;16.16;66.14
17.0;19.59;85.84
18.0;21.15;107.1
19.0;24.74;131.95
20.0;26.58;158.64
21.0;31.74;190.5
22.0;33.51;224.11
23.0;37.9;262.12
24.0;40.25;302.48
25.0;44.25;346.84
26.0;46.25;393.2
27.0;51.0;444.31
28.0;52.79;497.22
29.0;56.67;554.0
30.0;58.96;613.06
31.0;62.66;675.84
32.0;64.1;740.05
33.0;68.28;808.44
34.0;69.75;878.3
35.0;72.99;951.41
36.0;74.78;1026.3
37.0;77.7;1104.11
38.0;78.8;1183.03
39.0;81.91;1265.05
40.0;83.03;1348.19
41.0;85.2;1433.5
42.0;86.42;1520.03
43.0;88.42;1608.56
44.0;89.33;1698.0
45.0;90.59;1788.7
46.0;91.09;1879.9
47.0;92.13;1972.14
48.0;92.44;2064.69
49.0;93.17;2157.97
50.0;93.51;2251.6
51.0;94.09;2345.8
