GRAND_ID: 2413
DAM_NAME: -46.027676
LONG: -46.027676
LAT: -23.193125
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.22
2.0;0.29;0.67
3.0;0.4;1.23
4.0;0.79;2.19
5.0;0.94;3.28
6.0;1.37;4.81
7.0;1.55;6.52
8.0;2.33;9.02
9.0;2.74;11.92
10.0;3.69;15.77
11.0;4.05;19.98
12.0;5.31;25.46
13.0;5.83;31.45
14.0;7.12;38.73
15.0;7.63;46.52
16.0;9.32;56.0
17.0;10.1;66.26
18.0;12.69;79.12
19.0;13.59;92.87
20.0;15.73;108.76
21.0;16.57;125.5
22.0;18.83;144.49
23.0;19.67;164.32
24.0;21.96;186.44
25.0;22.82;209.42
26.0;25.66;235.24
27.0;26.97;262.37
28.0;29.99;292.52
29.0;31.05;323.73
30.0;34.05;357.94
31.0;35.05;393.15
32.0;37.63;430.94
33.0;38.58;469.68
34.0;40.88;510.73
35.0;41.64;552.52
36.0;43.6;596.29
37.0;44.33;640.78
38.0;46.12;687.07
39.0;46.66;733.89
40.0;48.11;782.17
41.0;48.6;830.93
42.0;49.81;880.9
43.0;50.21;931.27
