GRAND_ID: 2885
DAM_NAME: -6.282364
LONG: -6.282364
LAT: 37.800549
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.06;0.32
3.0;0.14;0.57
4.0;0.25;0.93
5.0;0.5;1.54
6.0;0.71;2.36
7.0;1.13;3.6
8.0;1.48;5.19
9.0;1.96;7.27
10.0;2.27;9.65
11.0;2.71;12.47
12.0;2.95;15.53
13.0;3.22;18.87
14.0;3.38;22.35
15.0;3.58;26.05
16.0;3.69;29.85
17.0;3.87;33.83
18.0;3.96;37.9
19.0;4.09;42.1
20.0;4.16;46.38
21.0;4.25;50.74
22.0;4.32;55.17
23.0;4.39;59.68
24.0;4.44;64.23
25.0;4.51;68.85
26.0;4.54;73.5
27.0;4.58;78.2
28.0;4.61;82.92
29.0;4.63;87.66
30.0;4.64;92.41
