GRAND_ID: 2374
DAM_NAME: -48.529932
LONG: -48.529932
LAT: -17.988426
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.05;0.29
3.0;0.08;0.48
4.0;0.12;0.7
5.0;0.15;0.96
6.0;0.17;1.24
7.0;0.21;1.56
8.0;0.24;1.91
9.0;0.29;2.31
10.0;0.31;2.73
11.0;0.4;3.23
12.0;0.43;3.77
13.0;0.52;4.4
14.0;0.55;5.06
15.0;0.59;5.75
16.0;0.63;6.49
17.0;0.72;7.32
18.0;0.75;8.18
19.0;0.82;9.11
20.0;0.84;10.06
21.0;0.93;11.1
22.0;0.97;12.17
23.0;1.07;13.35
24.0;1.12;14.57
25.0;1.31;15.99
26.0;1.34;17.44
27.0;1.49;19.04
28.0;1.62;20.76
29.0;1.89;22.77
30.0;2.07;24.95
31.0;2.44;27.5
32.0;2.55;30.16
33.0;3.17;33.43
34.0;3.47;37.01
35.0;4.14;41.26
36.0;4.41;45.78
37.0;5.0;50.88
38.0;5.35;56.34
39.0;6.2;62.65
40.0;6.63;69.38
41.0;7.59;77.08
42.0;7.94;85.13
43.0;8.88;94.12
44.0;9.29;103.52
45.0;10.57;114.2
46.0;11.16;125.47
47.0;12.75;138.33
48.0;13.98;152.42
49.0;18.11;170.64
50.0;19.76;190.51
51.0;24.43;215.05
52.0;26.21;241.37
53.0;32.36;273.84
54.0;34.82;308.77
55.0;39.91;348.8
56.0;41.65;390.56
57.0;46.17;436.84
58.0;47.75;484.7
59.0;52.23;537.03
60.0;53.77;590.91
61.0;57.28;648.3
62.0;58.83;707.24
63.0;62.36;769.71
64.0;63.29;833.11
65.0;66.28;899.49
66.0;67.2;966.8
67.0;69.82;1036.72
68.0;70.56;1107.39
69.0;72.42;1179.92
70.0;73.14;1253.17
71.0;74.72;1327.99
72.0;75.31;1403.4
73.0;76.47;1479.98
74.0;76.83;1556.92
75.0;77.77;1634.8
76.0;78.06;1712.97
77.0;78.76;1791.83
78.0;79.03;1870.97
79.0;79.58;1950.66
80.0;79.74;2030.51
81.0;80.14;2110.75
82.0;80.26;2191.12
83.0;80.58;2271.8
84.0;80.68;2352.59
