GRAND_ID: 2659
DAM_NAME: -3.997244
LONG: -3.997244
LAT: 43.093173
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.12
2.0;0.04;0.27
3.0;0.04;0.43
4.0;0.05;0.59
5.0;0.06;0.76
6.0;0.08;0.95
7.0;0.09;1.15
8.0;0.1;1.37
9.0;0.11;1.59
10.0;0.14;1.84
11.0;0.15;2.1
12.0;0.17;2.38
13.0;0.18;2.67
14.0;0.2;2.98
15.0;0.21;3.31
16.0;0.23;3.65
17.0;0.24;4.0
18.0;0.26;4.37
19.0;0.26;4.74
20.0;0.28;5.14
21.0;0.29;5.54
22.0;0.31;5.96
23.0;0.32;6.4
24.0;0.36;6.87
25.0;0.37;7.35
26.0;0.4;7.86
27.0;0.41;8.38
28.0;0.43;8.92
29.0;0.44;9.47
30.0;0.48;10.06
31.0;0.49;10.66
32.0;0.52;11.3
33.0;0.54;11.95
34.0;0.57;12.63
35.0;0.58;13.32
36.0;0.61;14.04
37.0;0.62;14.78
38.0;0.65;15.53
39.0;0.65;16.3
40.0;0.68;17.09
41.0;0.69;17.9
42.0;0.71;18.72
43.0;0.72;19.55
44.0;0.75;20.41
45.0;0.75;21.28
46.0;0.77;22.16
47.0;0.77;23.04
48.0;0.79;23.95
49.0;0.8;24.85
50.0;0.82;25.78
51.0;0.82;26.72
52.0;0.83;27.66
53.0;0.84;28.61
54.0;0.86;29.58
55.0;0.86;30.55
56.0;0.87;31.53
57.0;0.87;32.52
58.0;0.88;33.51
59.0;0.89;34.51
60.0;0.89;35.51
61.0;0.89;36.52
62.0;0.9;37.53
