GRAND_ID: 2734
DAM_NAME: -1.799329
LONG: -1.799329
LAT: 41.262811
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.17
2.0;0.13;0.44
3.0;0.16;0.73
4.0;0.24;1.11
5.0;0.27;1.51
6.0;0.35;1.99
7.0;0.4;2.53
8.0;0.67;3.33
9.0;0.76;4.23
10.0;0.95;5.3
11.0;1.01;6.45
12.0;1.16;7.74
13.0;1.26;9.14
14.0;1.54;10.81
15.0;1.65;12.6
16.0;2.15;14.88
17.0;2.4;17.41
18.0;2.92;20.47
19.0;3.15;23.75
20.0;3.71;27.59
21.0;3.88;31.6
22.0;4.24;35.97
23.0;4.37;40.48
24.0;4.61;45.22
25.0;4.69;50.04
26.0;4.82;55.0
27.0;4.86;60.0
