GRAND_ID: 6913
DAM_NAME: -51.956523
LONG: -51.956523
LAT: -25.645086
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.03;0.25
3.0;0.09;0.44
4.0;0.23;0.77
5.0;0.27;1.14
6.0;0.38;1.63
7.0;0.42;2.15
8.0;0.51;2.77
9.0;0.54;3.42
10.0;0.64;4.16
11.0;0.7;4.96
12.0;0.84;5.91
13.0;0.9;6.91
14.0;1.16;8.18
15.0;1.26;9.54
16.0;1.55;11.19
17.0;1.76;13.05
18.0;2.54;15.69
19.0;2.84;18.64
20.0;3.86;22.6
21.0;4.33;27.04
22.0;5.45;32.6
23.0;5.86;38.56
24.0;6.91;45.57
25.0;7.27;52.95
26.0;8.35;61.4
27.0;8.92;70.43
28.0;10.03;80.56
29.0;10.49;91.15
30.0;11.42;102.67
31.0;11.82;114.6
32.0;12.79;127.5
33.0;13.21;140.81
34.0;14.56;155.48
35.0;15.04;170.62
36.0;16.27;187.0
37.0;16.69;203.79
38.0;17.76;221.66
39.0;18.2;239.96
40.0;19.38;259.44
41.0;19.78;279.33
42.0;20.67;300.1
43.0;21.02;321.22
44.0;21.67;343.0
45.0;21.94;365.05
46.0;22.53;387.69
47.0;22.76;410.56
48.0;23.34;434.01
49.0;23.53;457.64
50.0;23.97;481.71
51.0;24.15;505.96
52.0;24.63;530.7
53.0;24.78;555.58
54.0;25.14;580.83
55.0;25.28;606.22
56.0;25.57;631.89
57.0;25.66;657.66
58.0;25.95;683.71
59.0;26.02;709.84
