GRAND_ID: 2388
DAM_NAME: -47.06298
LONG: -47.06298
LAT: -20.285484
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.81;1.1
2.0;4.56;5.95
3.0;7.78;14.03
4.0;15.18;29.5
5.0;20.11;49.91
6.0;26.13;76.33
7.0;29.01;105.64
8.0;35.61;141.55
9.0;39.01;180.85
10.0;45.76;226.9
11.0;49.23;276.43
12.0;55.58;332.3
13.0;58.59;391.19
14.0;64.24;455.72
15.0;67.84;523.85
16.0;74.98;599.12
17.0;78.77;678.18
18.0;88.95;767.42
19.0;92.73;860.45
20.0;101.78;962.51
21.0;108.11;1070.92
22.0;125.32;1196.53
23.0;134.28;1331.1
24.0;152.55;1483.94
25.0;167.13;1651.37
26.0;187.42;1839.09
27.0;197.38;2036.76
28.0;221.27;2258.33
29.0;232.81;2491.43
30.0;255.37;2747.1
31.0;269.95;3017.34
32.0;288.95;3306.58
33.0;299.0;3605.87
34.0;318.86;3925.02
35.0;331.63;4256.95
36.0;347.92;4605.16
37.0;355.74;4961.19
38.0;377.01;5338.5
39.0;386.72;5725.51
40.0;403.91;6129.72
41.0;413.13;6543.14
42.0;427.43;6970.87
43.0;435.77;7406.93
44.0;445.38;7852.61
45.0;453.25;8306.15
46.0;461.22;8767.67
47.0;465.38;9233.35
